"id_releve","YR.REL","x_l93","y_l93","ELEV","surface","meta_original_id_rel"
9555077,2016,944936.2070995,6464457.181168,2440,100,1203386
9555289,2019,1012467.18,6488418.04,2617,NA,1548430
9555297,2019,1014756.925,6488200.891,2699,NA,1548448
9555306,2019,1015038.1,6488215.25,2745,NA,1548449
9555332,2010,972318.707,6404071.077,2753,NA,753705
9555367,2019,1011782.875,6489717.756,2442,NA,1548483
9555371,2019,1012461.562,6488528.948,2601,NA,1548433
9555379,2019,1015112.69,6488441.46,2741,NA,1548442
9555401,2011,1004654.4,6399747.668,2468,NA,874562
9555484,2009,947066.619,6430698.173,2178,NA,701302
9555731,2011,1002208.791,6419283.054,2609,NA,876021
9555735,2011,1012976.717,6403787.913,2752,NA,876266
9557254,2002,1015026.657,6410308.826,2397,20,410620
9559138,2000,1003201.844,6366818.179,2610,NA,387626
9559139,2000,1003301.884,6366889.068,2625,NA,387640
9561253,2009,945193.109,6466273.402,2349,NA,693760
9562630,2019,1012190.15,6489404.776,2530,NA,1548480
9563075,2016,935568.5682832,6457292.048537,2274,200,1203328
9563946,2011,1002227.819,6419257.955,2607,NA,876020
9573470,2014,1002612.36,6365249.04,2392,25,989035
9573858,2000,1003197.62,6366995.147,2651,NA,387631
9573859,2000,1003356.379,6366846.653,2618,NA,387637
9574351,2002,1006674.212,6369161.744,2297,NA,389604
9575103,1995,982113.748,6364667.648,2361,NA,383012
9575111,1997,995801.91,6341659.583,2256,NA,386934
9575279,2014,1002600.721345,6365209.109207,2395,10,989033
9575366,1995,981773.467,6364757.481,2304,NA,383010
9575369,1997,994405.119,6342256.959,2341,NA,386929
9578228,2000,1016309.338,6418704.295,2473,NA,409880
9582845,2011,1021960.448,6407729.653,2646,NA,866740
9583749,2002,1015525.887,6408535.374,2625,NA,410614
9583750,2002,1015558.102,6408462.933,2630,1,410615
9583758,2002,955849.813,6415417.183,2410,NA,410723
9583766,2002,955582.384,6416605.774,2334,NA,410757
9583939,2013,948468.1056,6461378.1798,2428,30,954135
9584445,2018,937102.682,6427716.538,2363,30,1518956
9584738,2008,992330.655,6457465.199,2558,25,669973
9585222,2008,951266.737,6437185.727,2786,NA,663986
9585327,2010,944019.242,6462998.082,2428,NA,756103
9585811,2013,948414.5688,6461041.92,2490,50,954163
9585881,2013,948539.0136,6461541.7452,2414,10,954127
9585924,2014,951671.1672,6440662.089,2633,5,1020026
9585941,2016,933113.43,6456335.12,2439,100,1205034
9586238,2002,1015388.084,6410599.321,2417,2,410631
9590159,2008,1005133.523,6463457.263,2428,10,669904
9590711,2017,974506.9655689,6430484.568463,2531,100,1453767
9591151,2011,990437.122,6416318.013,2503,NA,874292
9591380,2008,981776.872,6453827.652,2619,20,669963
9591465,2012,1015431.22,6408489.65,2622,25,921892
9591470,2012,1015528.32,6408632.14,2625,15,921923
9591471,2012,1015405.8,6408521.11,2621,15,921901
9594035,2018,968151.0871033,6431633.43295,2770,100,1453153
9595256,2012,1015420.43,6408436.04,2630,20,921794
9595303,2012,1015429.49,6408516.6,2620,10,921880
9595334,2012,1015449.84,6408500.01,2622,NA,921897
9595335,2012,1015415.89,6408516.8,2620,5,921885
9602964,2001,996472.263,6356515.809,2441,60,388560
9603214,2002,999645.443,6363711.876,2369,NA,389940
9604273,2016,930707.2310003,6453798.535077,2132,150,1203552
9610028,2008,1000469.139,6457896.452,2538,20,669792
9611520,2011,1002248.185,6557034.5,2360,NA,877718
9614360,2009,964807.636,6409415.515,2564,25,697506
9616233,2016,970267.0125584,6408373.68262,2667,100,1453993
9617366,2009,1011567.179,6484480.541,2674,NA,692021
9618928,2009,976788.928,6467554.134,2964,NA,692611
9620503,2009,944812.389,6453023.385,2707,NA,693474
9620745,2013,952636.7124,6445922.5656,2266,30,944698
9623291,2013,978720.0744,6470740.7982,2435,30,944634
9623883,2010,966782.244,6485970.554,2724,NA,753913
9624136,2008,1002770.615,6502175.848,2203,NA,662840
9624754,1993,941460.883,6431860.617,2060,NA,428284
9625285,2011,1020835.271,6408616.677,2457,NA,866702
9626304,2009,939621.104,6436738.012,2649,NA,693508
9626372,2009,946341.038,6449833.868,2829,NA,691797
9626583,2008,1001436.899,6457522.153,2785,NA,669800
9626587,2013,949211.3418,6463013.694,2219,100,954110
9626654,2018,950398.043,6457165.564,2595,50,1518937
9626862,2018,937071.415,6427604.201,2389,25,1518962
9630367,2000,1003454.736,6366937.483,2635,NA,387648
9632309,2011,1000422.365,6399751.152,2246,NA,865297
9632436,2011,997996.065,6396612.609,2257,NA,874510
9634604,2002,1000175.922,6361858.354,2238,NA,391169
9635816,2008,1006681.267,6392366.043,2550,25,668832
9635999,2012,951345.43,6476336.03,2109,36,935546
9647295,2011,1021984.32,6406920.086,2506,NA,866791
9647310,2011,962165.833,6411369.14,1943,NA,874335
9647957,2000,940308.878,6432550.252,2474,NA,571210
9648620,2001,994335.149,6522208.76,2111,NA,452241
9649955,2012,947527.27,6466339.59,2113,10,923428
9650321,2008,1004502.201,6456433.099,2675,NA,660140
9650408,2010,981054.905,6458204.312,2258,NA,753782
9650827,2008,1004118.627,6456859.592,2498,NA,660132
9650829,2008,1004404.34,6456709.498,2597,NA,660138
9650973,2009,1011776.847,6484196.911,2661,NA,692024
9651046,2009,999251.003,6477125.489,2431,60,698081
9652528,1991,967925.73,6445903.29,2558,NA,405477
9654095,2002,994460.83,6354073.191,2423,20,390684
9655949,2009,964471.104,6355360.074,2162,25,697469
9656100,2010,982435.793,6352528.8,2411,NA,752888
9656259,2007,1000268.083,6394563.395,2659,20,623893
9657875,2019,1015209.94,6488224.03,2792,NA,1548451
9658619,1997,992681.825,6342312.956,2296,NA,386904
9658626,1997,994117.702,6342172.489,2404,NA,386931
9658680,2002,1001436.325,6364049.694,2311,NA,389989
9658765,2011,934633.804,6454793.508,2336,NA,883658
9659027,2011,1022029.436,6407457.938,2630,NA,869520
9659048,2011,962980.088,6410606.965,2265,NA,874343
9659628,2001,996331.003,6356719.363,2321,50,388544
9659629,2001,996538.597,6356681.089,2402,30,388559
9661835,2018,977456.2300722,6406320.154759,2710,100,1453167
9661893,2018,977902.082372,6406069.019402,2627,100,1453166
9663126,2002,1007592.993,6369129.563,2498,NA,389638
9664966,2002,1001754.173,6362847.749,2431,NA,390027
9665357,2016,990688.118,6472249.247,2783,16,1205622
9668556,2013,1019912.184,6483543.7632,2071,100,953993
9670148,2002,996232.742,6354019.129,2360,30,390513
9671556,2001,949611.311,6405724.44,2293,NA,410241
9671831,2002,994098.075,6354411.586,2238,25,390674
9672800,2008,929537.12,6397652.289,2398,NA,655444
9673602,2002,1009920.886,6372027.731,2441,25,390196
9673607,2002,995785.052,6353741.843,2513,70,390508
9674072,2019,1015100.59,6488218.44,2765,NA,1548388
9679882,2007,1000627.949,6394204.347,2513,NA,623899
9681337,2002,995562.159,6353889.536,2442,12,390501
9684388,2018,944670.0887074,6427572.054601,2394,100,1453161
9684838,2002,1003943.606,6368817.904,2434,NA,389791
9686408,2011,990192.915,6416710.935,2487,NA,876474
9688521,2011,1021590.968,6407084.006,2467,NA,866772
9690034,2004,999427.358,6422795.664,2601,NA,574926
9691645,2002,1015018.705,6410480.583,2391,2,410628
9692094,2008,981695.323,6453891.985,2619,20,669962
9694186,2014,949264.4472,6439453.782,2492,50,998915
9694835,2013,948407.253,6460562.0208,2577,50,958943
9695855,2002,950593.25,6416236.304,2121,NA,410658
9696104,2011,964036.332,6491094.423,2337,NA,877567
9696355,2010,981454.558,6459239.011,2165,NA,753777
9696424,2011,931502.844,6443583.225,2044,NA,893994
9696874,2006,955817.259,6451880.935,2702,NA,593245
9698185,2012,1015532.21,6408552.19,2625,NA,921675
9705362,2002,954783.05,6415718.692,2148,NA,570588
9705367,2002,954898.049,6415955.494,2144,NA,570592
9705368,2002,955085.966,6415785.093,2220,NA,570593
9705395,2003,962850.957,6417275,2421,NA,570716
9705577,2003,972921.382,6444872.255,2379,NA,571265
9705740,2019,1015063.68,6488327.75,2731,NA,1548453
9706153,2004,988937.835,6417820.497,2227,NA,573823
9706309,2004,990120.644,6414233.823,2553,NA,574226
9706312,2004,990135.702,6414400.641,2529,NA,574231
9706477,2008,963840.4,6448157.314,2527,NA,660601
9707215,2009,966586.979,6429987.075,2492,50,697603
9722950,2002,1004598.541,6367945.724,2493,NA,389785
9723035,2002,1004539.378,6368203.112,2438,NA,389726
9723041,2009,983454.746,6366510.414,2474,NA,693656
9723551,2018,978162.9504158,6407705.318798,2416,100,1453111
9725562,2003,972861.285,6444835.596,2384,NA,571264
9726132,2014,952158.2916,6440846.8998,2668,3,1020056
9727494,2008,947355.015,6430951.716,2144,NA,666234
9728721,2009,939491.293,6436717.006,2605,NA,693501
9729252,2013,946441.2534,6459107.4972,2032,50,959344
9734338,2000,940307.074,6432560.186,2474,NA,571211
9734429,2003,939792.284,6432646.358,2620,NA,571216
9734430,2003,940247.929,6432656.933,2436,NA,571209
9737309,2008,964490.09,6448580.145,2437,NA,660574
9738103,2008,964419.409,6448142.943,2435,NA,660553
9743223,2016,945085.1975913,6463851.5547,2155,15,1203352
9743226,2016,945031.09,6463869.2,2153,50,1203355
9743999,2010,972037.867,6404602.18,2720,NA,753674
9744048,2012,1015518.91,6408386.77,2632,20,921563
9746927,2016,935671.3517826,6457402.650298,2202,200,1203324
9751626,2011,1009813.218,6422746.866,2496,NA,873720
9762809,2009,1008640.447,6402358.233,2753,100,697707
9768243,2003,1014159.52,6492905.399,2702,NA,494548
9768440,2008,969480.45,6446006.564,2781,25,669705
9769932,2001,996237.256,6359965.059,2546,25,388438
9770050,2007,1008746.9,6392431.512,2616,16,624076
9770116,2007,1013342.084,6401357.955,2657,20,624121
9770270,2007,963242.076,6411496.473,2611,NA,639417
9770585,2008,986699.452,6418929.042,2504,NA,658812
9771204,2008,964383.867,6448727.684,2436,25,669299
9771841,2007,977501.459,6427329.323,2794,NA,639385
9771848,2007,963061.777,6411409.831,2618,NA,639415
9771849,2007,963165.054,6411446.2,2633,NA,639416
9772007,2017,932839.212,6456041.69,2388,100,1358888
9772073,2011,978144.288,6467133.671,2581,NA,866685
9772511,1997,994599.034,6341424.153,2434,NA,386923
9772579,2002,1006810.447,6368975.201,2322,NA,389599
9773062,2008,961937.261,6449131.124,2650,NA,660713
9773067,2008,963387.552,6448389.182,2649,NA,660657
9773104,2005,984771.441,6381287.768,2642,NA,569606
9773217,2011,998799.292,6396023.389,2434,NA,874516
9773252,2008,1021334.634,6407361.099,2434,NA,657353
9773301,2011,1015409.103,6407172.219,2733,NA,876205
9773364,2002,955512.591,6415544.431,2261,NA,410798
9773387,2004,1004723.135,6423495.708,2795,NA,575438
9773436,2010,943975.797,6462970.363,2430,NA,756106
9774086,2008,1000512,6457859.503,2551,20,669794
9774090,2008,1001158.817,6457284.476,2739,50,669799
9774095,2008,1005043.939,6463494.879,2418,10,669903
9774708,2008,1007728.048,6462644.975,2673,25,669917
9775637,2008,1003342.554,6483128.055,2810,NA,657836
9775688,2008,1007519.464,6462641.618,2691,NA,669914
9775691,2008,1007645.302,6462572.813,2678,25,669915
9776139,2008,1006742.356,6462630.092,2632,NA,669911
9776157,2009,995308.187,6483730.995,2390,NA,694925
9776166,2009,951593.13,6480541.845,2110,NA,692788
9777633,2009,938923.848,6436760.195,2471,NA,693537
9779339,2002,950791.373,6415471.938,2343,NA,410644
9779639,2017,932452.467,6455892.7,2380,100,1358881
9779796,2008,1004007.69,6456681.024,2602,20,669807
9779962,2008,1009878.819,6508446.089,2477,NA,662778
9779979,2008,1001937.46,6501946.776,2499,NA,662847
9780088,2008,1007826.306,6462889.039,2639,25,669923
9780122,2018,952667.851,6434089.887,2626,50,1520145
9781289,2008,963849.825,6448185.726,2527,15,669306
9781298,2003,1014457.782,6493215.842,2733,NA,494559
9782245,2008,964229.275,6447963.77,2438,NA,660332
9782832,2018,951497.796,6464701.642,2244,25,1487349
9782876,2008,972004.348,6445324.256,2691,20,669720
9783712,2011,1021827.578,6407093.187,2481,NA,866714
9783721,2011,1022169.117,6407394.071,2669,NA,866735
9783821,2011,1015401.543,6410686.08,2418,NA,873763
9783932,2001,950813.151,6412004.322,2542,16,410184
9784624,2013,996415.82,6502768.25,2297,100,960768
9785622,2009,938963.589,6436649.689,2501,NA,693533
9785839,2008,981620.427,6438126.553,2526,50,669180
9785888,2013,948423.789,6460712.0676,2548,50,958940
9786930,2000,1003244.053,6366911.303,2624,NA,387641
9786931,2000,1003262.069,6366910.17,2624,NA,387643
9786994,2002,999679.191,6363682.454,2381,NA,389939
9787357,1993,941722.241,6431588.672,2391,NA,428251
9787553,2000,967116.819,6446554.699,2612,NA,672542
9787557,2000,967155.007,6446639.38,2624,NA,672561
9789765,2015,947846.8896,6451178.708,2364,50,1141760
9790214,2011,1003826.293,6398063.976,2392,NA,864491
9790425,2011,1004161.063,6398251.389,2330,NA,874652
9791049,2018,937129.611,6427610.863,2393,30,1519065
9792430,2003,1014242.378,6493296.922,2782,NA,494558
9793074,2003,1014902.917,6493283.613,2732,NA,494560
9793467,2011,990194.276,6416696.989,2487,NA,876475
9793910,2014,930287.5908,6397376.2446,2568,5,990816
9793925,2009,945259.809,6466801.198,2173,NA,693721
9794057,2008,1001941.455,6501979.994,2491,NA,662848
9796424,2011,1014831.215,6408664.471,2789,1.5,873435
9796708,2009,944433.774,6433337.149,2131,NA,691875
9796740,2008,957210.985,6427947.814,2298,NA,663614
9797910,2018,971839.5968913,6423474.002565,2648,100,1453123
9798185,2018,949333.105,6431263.194,2400,8,1520154
9798187,2016,933166.48,6456178.75,2455,12,1205050
9798190,2016,932908.05,6456086.68,2392,80,1205055
9798218,2008,949149.738,6428136.217,2631,NA,663791
9798245,2000,1003453.309,6366922.4,2635,NA,387647
9798260,2002,1015551.99,6408442.605,2630,NA,410612
9798261,2002,1015338.379,6408785.144,2617,1,410619
9798310,2016,932931.2,6456148.45,2401,100,1205028
9798313,2016,945004.26,6463872.58,2157,30,1203357
9798314,2016,932478.1,6455869.71,2382,70,1205058
9798329,2018,937073.838,6427644.306,2377,50,1518959
9798331,2008,950013.503,6428828.095,2063,NA,663699
9798337,2013,949015.2204,6453741.9408,2474,100,954047
9798338,2014,937538.249036,6429234.5615,2391,100,1053186
9798342,2016,940641.27,6462755.32,2302,70,1205182
9798427,2015,947376.477,6450847.7148,2461,50,1141698
9798437,2002,1015536.301,6408625.983,2625,NA,410617
9798440,2018,949316.341,6431248.073,2421,8,1520155
9798490,2009,927724.035,6440827.94,2352,NA,692842
9798503,2009,939610.471,6436737.603,2631,NA,693507
9798504,2009,938934.058,6436771.591,2465,NA,693539
9798509,2013,948413.004,6460935.933,2515,100,958934
9798551,2009,944774.295,6452983.87,2694,NA,693475
9798641,2013,947204.7222,6460152.4662,2263,50,959325
9798666,2008,964440.581,6448561.028,2435,20,669298
9798692,2008,950651.312,6437200.901,2782,NA,663935
9798793,2009,944397.528,6433355.732,2133,NA,691888
9798814,2018,963375.1332768,6429125.736004,2691,100,1453113
9798831,2014,952690.9494,6446597.0358,2199,25,990800
9798834,2015,946955.3628,6451932.431,2604,NA,1141804
9798844,2014,952260.5952,6445342.3872,2346,80,990607
9798872,2015,947384.1912,6450814.122,2460,10,1141703
9798873,2015,947386.9962,6450777.3318,2460,80,1141706
9798892,2014,948662.4624,6454862.2956,2754,50,1008528
9798902,1994,1006648.203,6392354.415,2550,NA,383132
9798909,2014,953066.4264,6446490.3912,2198,100,996642
9798940,2014,952157.0658,6446436.8328,2258,30,990136
9798942,2014,952483.407,6445473.4896,2334,100,990552
9798976,2012,942074.9334,6463668.8928,2268,25,925261
9799013,2009,944976.348,6466215.804,2455,NA,693792
9799062,2018,937084.047,6434483.403,2414,30,1487210
9799083,2009,1014974.614,6486983.378,2554,NA,693125
9799090,2019,980275.4606211,6454167.833091,2644,16,1552456
9799108,2008,1004923.378,6463471.928,2395,30,669902
9799522,2016,1014700.864631,6407173.614439,2617,NA,1206167
9799873,2003,1014996.499,6493450.523,2745,NA,494562
9800249,1993,941358.02,6431856.626,2052,NA,428245
9800262,2008,953027,6447020.776,2213,NA,655920
9800484,2008,954015.866,6409060.389,2651,NA,663345
9800989,2014,952156.8708,6440850.8436,2668,20,1020054
9800996,2014,951961.1604,6440777.9916,2725,15,1020082
9801578,2012,940684.6878,6463396.4136,2369,40,925885
9801910,2011,963223.31,6490533.449,2511,NA,877572
9802138,2007,1001773.552,6515994.998,2163,NA,648231
9802837,2013,945635.6436,6472803.2166,2046,NA,939765
9803065,2018,973083.3533041,6402331.203151,2297,100,1453145
9804601,2008,1003718.25,6512729.651,2253,NA,662936
9805253,2008,950595.174,6437272.666,2759,NA,663934
9805360,2010,977439.605,6406439.675,2713,NA,752574
9805398,2011,990363.853,6416345.624,2506,NA,876470
9806346,2012,935655.7506,6454700.1216,2550,50,924837
9806766,2013,1015057.1328,6410300.6178,2398,NA,961190
9806797,2013,973365.0296542,6405638.8198,2508,100,1052868
9806799,2012,1015422.78,6408473.3,2625,NA,922981
9806851,2003,947688.371,6459178.499,2666,NA,497738
9807045,2002,1007570.735,6368689.035,2469,NA,389643
9807165,2009,969232.836,6436707.306,2342,8,697933
9808636,2000,1014629.6,6418037.796,2538,NA,409908
9809497,2012,1015548.98,6408524.23,2629,NA,921694
9809498,2012,1015424.74,6408462.42,2628,50,921913
9809500,2012,1015484.82,6408551.88,2620,NA,922887
9809503,2012,1015519.08,6408539.87,2625,NA,922945
9809533,2014,973013.5764159,6444818.063363,2362,100,1053027
9809549,2012,1015530.56,6408351.04,2633,20,921532
9809567,2011,991692.936,6417156.153,2275,NA,876494
9809575,2012,1015522.91,6408537.72,2625,10,921685
9809677,2008,1008694.632,6509520.305,2474,NA,662786
9809689,2008,992016.827,6457303.312,2620,10,669975
9809708,2009,1000118.86,6456765.703,3027,NA,694695
9809722,2011,933149.897,6457926.265,2152,NA,893646
9810550,2008,1000534.609,6457714.497,2575,15,669795
9813399,2005,942257.715,6433620.151,2290,NA,570951
9814568,2016,972061.5522713,6448661.573771,2316,100,1454088
9814594,2012,1015488.47,6408559.68,2622,NA,922886
9814929,2017,944745.843,6453853.872,2626,8,1361627
9814965,2008,983695.408,6437132.227,2534,25,668882
9815656,2009,1014975.48,6486966.409,2554,NA,693123
9815783,2018,946093.099,6427082.729,2519,25,1520309
9816108,2018,950872.598,6457718.272,2498,50,1518811
9816161,2018,959225.533,6430377.894,2495,50,1519321
9816439,2008,1000834.623,6457237.709,2723,NA,663462
9816472,2009,964776.241,6409651.314,2590,30,697505
9816579,2017,995831.11,6564542.25,1979,10,1366486
9816693,2007,1016774.057,6478177.436,2727,NA,628591
9816956,2001,997235.732,6357232.461,2645,40,388502
9817039,2008,963763.973,6448221.093,2545,30,669308
9817040,2008,961914.53,6449149.172,2651,40,669318
9817051,2002,1007120.613,6369139.497,2380,NA,389655
9817213,2005,954229.018,6432938.425,2551,NA,571118
9818094,2009,963118.483,6431988.469,2866,NA,693410
9818148,2009,945017.82,6465971.374,2430,NA,693772
9818153,2009,945341.307,6466652.384,2189,NA,693742
9818174,2011,931541.531,6443762.71,2019,NA,893986
9818182,2018,937110.598,6427487.877,2422,15,1519094
9818831,2002,994153.718,6353728.527,2408,25,390679
9819047,2008,992442.042,6457595.533,2556,25,669972
9819933,2011,996631.25,6361157.733,2376,NA,874363
9820498,2002,950704.554,6415540.48,2316,NA,410641
9820711,2001,950494.996,6415419.015,2405,NA,410076
9821443,2003,972677.993,6396381.887,2428,NA,571236
9821445,2003,972810.885,6396612.823,2385,NA,571237
9821737,2014,999239.6394,6502289.979,2700,10,1034816
9821739,2016,1001576.85,6491484.93,2602,10,1211469
9823256,2001,951181.364,6411888.068,2580,4,410180
9824097,2005,942288.653,6433482.311,2367,NA,570952
9824123,2006,930389.49,6442937.683,2317,NA,593142
9825066,2011,990192.575,6416702.914,2487,NA,874264
9825136,2011,1015233.659,6406984.198,2699,NA,876213
9826855,2001,1001707.797,6397875.388,2539,NA,497997
9826873,2008,1018471.416,6413068.00899999,2547,NA,657149
9826900,2016,1001891.57,6491330.63,2655,30,1211467
9826951,2014,1004562.003,6485911.0644,2564,30,996943
9826997,2016,932472.65,6455855.73,2384,100,1205059
9827128,2000,939667.345,6432957.642,2445,NA,571221
9827373,2014,999198.4836,6502284.9756,2675,5,1034934
9827393,2008,1004136.566,6457114.658,2491,50,669822
9827611,2002,1015008.753,6410295.912,2399,NA,410623
9827712,2013,948438.1962,6461177.691,2475,80,954145
9827800,2004,989454.752,6414233.927,2298,NA,574212
